                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.64176,                0.34915,                 0.8761,                0.98733,                0.99591,                0.99308,                0.82081,                0.76055,                0.33226,                0.90378,              0.0009902,              0.0009902,              0.0009902
                    155,                0.63873,                 0.3488,                0.87284,                0.99178,                0.98677,                0.99256,                0.80948,                0.80362,                0.34576,                 0.9138,              0.0009836,              0.0009836,              0.0009836
                    156,                0.63739,                0.34796,                0.88023,                0.99118,                0.99591,                0.99141,                0.82825,                0.74997,                0.32964,                0.90004,               0.000977,               0.000977,               0.000977
                    157,                0.65121,                0.35191,                0.87557,                 0.9877,                0.99387,                0.99256,                0.81516,                0.78366,                0.34223,                0.91099,              0.0009704,              0.0009704,              0.0009704
                    158,                0.61533,                 0.3374,                0.87096,                0.99187,                0.99761,                0.99266,                0.82342,                0.75765,                0.32917,                0.90537,              0.0009638,              0.0009638,              0.0009638
                    159,                0.62567,                 0.3406,                0.87182,                0.98751,                0.99182,                0.99244,                0.82964,                0.74115,                0.32751,                0.89973,              0.0009572,              0.0009572,              0.0009572
                    160,                0.62329,                0.33904,                0.87666,                0.98179,                0.99205,                0.99209,                0.80282,                0.83807,                0.36009,                0.92914,              0.0009506,              0.0009506,              0.0009506
                    161,                0.60753,                0.33368,                0.87291,                0.98771,                0.99387,                0.99237,                0.83386,                0.74731,                  0.325,                0.89657,               0.000944,               0.000944,               0.000944
                    162,                0.61671,                0.33924,                0.86907,                0.98313,                0.99591,                0.99211,                0.82599,                0.75679,                0.33312,                0.90048,              0.0009374,              0.0009374,              0.0009374
                    163,                0.60743,                0.32971,                0.86631,                0.98907,                0.99387,                0.99189,                0.82069,                0.78215,                0.33786,                0.90687,              0.0009308,              0.0009308,              0.0009308
                    164,                0.60884,                0.33322,                0.86615,                 0.9887,                0.98978,                0.99204,                 0.8233,                0.75319,                0.33732,                0.89582,              0.0009242,              0.0009242,              0.0009242
                    165,                 0.6214,                0.33891,                0.87168,                0.98076,                0.99591,                0.99033,                  0.814,                0.75701,                0.33993,                0.90089,              0.0009176,              0.0009176,              0.0009176
                    166,                0.60658,                0.33417,                0.86817,                0.98559,                0.99591,                 0.9928,                0.81385,                0.76436,                0.33096,                0.89998,               0.000911,               0.000911,               0.000911
                    167,                0.62457,                 0.3389,                0.87281,                0.98982,                0.99455,                0.99277,                0.81148,                0.79206,                0.33718,                0.90722,              0.0009044,              0.0009044,              0.0009044
                    168,                0.60791,                0.32949,                0.86975,                0.98969,                0.98978,                0.99312,                0.81102,                0.82387,                0.34315,                0.92273,              0.0008978,              0.0008978,              0.0008978
                    169,                0.63051,                0.33936,                0.87503,                0.98916,                0.99591,                0.99244,                  0.829,                0.75566,                0.32985,                 0.8998,              0.0008912,              0.0008912,              0.0008912
                    170,                0.61643,                0.33302,                0.86584,                0.98747,                0.98773,                0.99257,                0.83192,                0.74784,                0.32573,                0.89587,              0.0008846,              0.0008846,              0.0008846
                    171,                0.60857,                 0.3324,                0.87173,                0.98562,                0.98773,                0.99237,                0.83673,                0.73865,                0.32413,                0.89929,               0.000878,               0.000878,               0.000878
                    172,                0.60756,                0.32857,                0.87067,                0.98579,                0.99302,                0.99189,                0.83415,                0.75499,                0.32456,                0.90493,              0.0008714,              0.0008714,              0.0008714
                    173,                0.62154,                0.33497,                0.86985,                0.99182,                0.99136,                0.99272,                0.82765,                0.76151,                0.32629,                0.90652,              0.0008648,              0.0008648,              0.0008648
                    174,                0.61023,                0.33081,                0.86722,                0.98583,                0.99587,                 0.9927,                0.83407,                0.75758,                0.33107,                0.90458,              0.0008582,              0.0008582,              0.0008582
                    175,                0.61402,                0.33076,                0.86845,                0.98977,                0.99387,                0.99274,                0.83062,                 0.7521,                0.32271,                0.90174,              0.0008516,              0.0008516,              0.0008516
                    176,                0.61019,                0.33197,                0.86711,                0.98781,                0.99409,                0.99231,                0.83617,                0.72915,                0.32246,                0.89494,               0.000845,               0.000845,               0.000845
                    177,                0.58885,                0.32659,                0.86464,                0.98579,                0.99325,                0.99195,                0.82236,                0.73226,                0.31946,                0.89575,              0.0008384,              0.0008384,              0.0008384
                    178,                0.61112,                0.33203,                0.86893,                0.98912,                0.99387,                0.99238,                0.83424,                0.75004,                0.32585,                0.89947,              0.0008318,              0.0008318,              0.0008318
                    179,                0.60611,                0.32944,                0.87164,                0.98779,                0.99279,                0.99188,                 0.8284,                0.75081,                0.32627,                0.89952,              0.0008252,              0.0008252,              0.0008252
                    180,                0.60476,                0.32903,                 0.8672,                0.98784,                0.99653,                 0.9923,                0.82469,                0.75455,                0.32816,                0.90016,              0.0008186,              0.0008186,              0.0008186
                    181,                0.60789,                0.33005,                0.86505,                0.98386,                0.99698,                0.99297,                 0.8324,                0.74506,                 0.3265,                 0.8963,               0.000812,               0.000812,               0.000812
                    182,                0.60625,                0.32835,                 0.8716,                0.98893,                0.98569,                0.99263,                0.81879,                0.79036,                0.33808,                0.91505,              0.0008054,              0.0008054,              0.0008054
                    183,                0.59927,                0.32508,                0.86514,                0.98566,                 0.9839,                0.99268,                0.82786,                0.74319,                0.32508,                0.90063,              0.0007988,              0.0007988,              0.0007988
                    184,                0.60345,                0.32891,                0.86944,                0.98932,                0.98978,                0.99276,                0.82918,                0.74418,                 0.3235,                0.89821,              0.0007922,              0.0007922,              0.0007922
                    185,                0.60742,                0.33092,                0.86691,                0.98374,                0.99796,                0.99246,                 0.8305,                0.73462,                0.32178,                0.89731,              0.0007856,              0.0007856,              0.0007856
                    186,                0.60302,                0.33055,                0.86855,                0.98756,                0.99387,                0.99243,                0.81834,                0.74347,                0.32611,                0.89982,               0.000779,               0.000779,               0.000779
                    187,                0.57483,                0.32083,                0.86064,                0.98759,                0.99387,                0.99247,                0.82232,                 0.7513,                0.32605,                0.90442,              0.0007724,              0.0007724,              0.0007724
                    188,                0.57827,                0.31639,                0.85759,                0.99153,                0.99796,                 0.9913,                0.82964,                0.72257,                0.31655,                0.89464,              0.0007658,              0.0007658,              0.0007658
                    189,                0.58742,                0.32094,                0.86245,                0.98985,                0.99685,                0.99145,                0.83637,                0.71973,                0.31644,                0.89249,              0.0007592,              0.0007592,              0.0007592
                    190,                0.58978,                 0.3211,                0.86062,                0.98783,                 0.9957,                0.99319,                0.82652,                0.75863,                0.31854,                 0.9051,              0.0007526,              0.0007526,              0.0007526
                    191,                 0.5837,                0.32054,                0.85775,                0.99389,                0.99745,                0.99331,                0.83773,                0.72989,                0.31572,                0.89561,               0.000746,               0.000746,               0.000746
                    192,                 0.5859,                0.31898,                0.86026,                0.99185,                0.99501,                0.99273,                0.83924,                0.73347,                0.31936,                0.89581,              0.0007394,              0.0007394,              0.0007394
                    193,                0.57918,                0.31776,                0.85932,                 0.9853,                0.99387,                0.99286,                0.83712,                0.71927,                0.30978,                0.89124,              0.0007328,              0.0007328,              0.0007328
                    194,                0.59313,                0.32044,                0.86373,                0.99139,                0.99591,                0.99133,                0.82767,                0.73919,                0.31377,                0.89792,              0.0007262,              0.0007262,              0.0007262
                    195,                0.58589,                0.31792,                0.86091,                0.99184,                0.99382,                0.99204,                 0.8382,                0.73448,                0.31499,                 0.8969,              0.0007196,              0.0007196,              0.0007196
                    196,                  0.571,                0.31544,                0.85559,                0.98775,                0.98936,                0.99207,                0.83436,                0.73127,                0.32042,                0.89388,               0.000713,               0.000713,               0.000713
                    197,                0.58134,                0.32147,                0.86429,                0.98378,                0.99206,                 0.9924,                0.83561,                0.71551,                0.31431,                0.88994,              0.0007064,              0.0007064,              0.0007064
                    198,                0.59242,                0.32401,                 0.8661,                  0.991,                0.98773,                0.99245,                0.82362,                0.73754,                0.31956,                0.89965,              0.0006998,              0.0006998,              0.0006998
                    199,                0.58519,                0.31592,                0.86003,                 0.9918,                0.98931,                0.99264,                0.83615,                0.73689,                0.31066,                0.89917,              0.0006932,              0.0006932,              0.0006932
                    200,                0.57802,                0.31686,                0.85753,                0.98742,                0.99182,                0.99328,                0.84227,                0.71626,                0.30599,                0.89208,              0.0006866,              0.0006866,              0.0006866
                    201,                0.57716,                0.31628,                0.85943,                0.99167,                0.99796,                0.99303,                0.83148,                0.74274,                0.31756,                0.90487,                0.00068,                0.00068,                0.00068
                    202,                0.58761,                0.31621,                 0.8632,                0.98702,                0.99796,                0.99274,                0.83674,                0.70674,                0.30325,                0.89338,              0.0006734,              0.0006734,              0.0006734
                    203,                0.56719,                0.30967,                 0.8586,                0.98977,                0.99796,                0.99245,                0.83845,                0.71753,                0.30814,                0.89449,              0.0006668,              0.0006668,              0.0006668
                    204,                0.56875,                  0.312,                0.86051,                0.98655,                0.99591,                0.99223,                0.83541,                0.73863,                0.31502,                0.90171,              0.0006602,              0.0006602,              0.0006602
                    205,                0.58564,                0.31703,                0.86168,                0.98767,                0.99796,                0.99245,                0.83618,                0.73611,                0.30667,                0.90002,              0.0006536,              0.0006536,              0.0006536
                    206,                0.57239,                0.31248,                0.85816,                 0.9892,                0.98978,                0.99215,                0.83575,                 0.7404,                0.31336,                0.89898,               0.000647,               0.000647,               0.000647
                    207,                0.57151,                0.31394,                0.86031,                0.98782,                0.99473,                0.99229,                0.83892,                0.73279,                0.31241,                0.89685,              0.0006404,              0.0006404,              0.0006404
                    208,                0.56725,                0.30948,                0.85552,                 0.9909,                0.99182,                0.99235,                0.84193,                0.71934,                0.30928,                0.89565,              0.0006338,              0.0006338,              0.0006338
                    209,                0.57331,                0.31531,                0.86032,                0.99185,                0.99518,                0.99248,                0.82662,                0.73138,                 0.3145,                0.89825,              0.0006272,              0.0006272,              0.0006272
                    210,                0.57476,                0.31255,                0.86118,                0.98892,                0.99591,                0.99279,                0.83029,                0.72455,                0.31397,                0.89439,              0.0006206,              0.0006206,              0.0006206
                    211,                0.56743,                0.30993,                 0.8547,                0.98784,                0.99686,                0.99284,                 0.8449,                0.72737,                0.31253,                0.89405,               0.000614,               0.000614,               0.000614
                    212,                0.56874,                0.31166,                 0.8562,                0.98982,                0.99375,                0.99147,                0.84254,                0.71515,                0.30736,                0.89209,              0.0006074,              0.0006074,              0.0006074
                    213,                0.57511,                0.31143,                0.85876,                0.99141,                0.99387,                0.99168,                0.84192,                0.72202,                0.31234,                0.89552,              0.0006008,              0.0006008,              0.0006008
                    214,                0.57276,                0.31466,                0.85754,                0.99358,                0.99591,                 0.9921,                0.83553,                0.72776,                0.30826,                0.89675,              0.0005942,              0.0005942,              0.0005942
                    215,                0.57572,                0.31432,                0.85233,                0.99089,                0.99182,                0.99218,                0.83173,                0.71748,                0.30706,                0.89256,              0.0005876,              0.0005876,              0.0005876
                    216,                0.56788,                0.30959,                0.85634,                0.99021,                0.98978,                0.99183,                0.83809,                0.70054,                0.30004,                0.89021,               0.000581,               0.000581,               0.000581
                    217,                0.56772,                0.31208,                0.85809,                0.99303,                0.99387,                 0.9916,                0.82968,                0.70064,                 0.3003,                0.88933,              0.0005744,              0.0005744,              0.0005744
                    218,                0.55337,                0.30528,                0.85269,                0.99291,                0.99387,                0.99194,                0.83859,                0.71975,                0.30434,                0.89395,              0.0005678,              0.0005678,              0.0005678
                    219,                0.55932,                0.30246,                0.85291,                0.99354,                0.99796,                0.99169,                0.84383,                  0.704,                0.30086,                0.88989,              0.0005612,              0.0005612,              0.0005612
                    220,                0.55694,                0.30458,                0.85453,                0.98724,                0.99591,                0.99164,                0.83766,                0.71069,                0.30445,                0.89245,              0.0005546,              0.0005546,              0.0005546
                    221,                0.55042,                0.30209,                0.85026,                0.98769,                0.99591,                0.99146,                0.84506,                0.70069,                0.29511,                0.88752,               0.000548,               0.000548,               0.000548
                    222,                0.54554,                0.30218,                0.85349,                0.99032,                0.99387,                0.99193,                0.84302,                0.70341,                0.29631,                 0.8886,              0.0005414,              0.0005414,              0.0005414
                    223,                0.55084,                0.30207,                0.85029,                0.98583,                0.99566,                0.99073,                0.84401,                0.69806,                0.29745,                 0.8853,              0.0005348,              0.0005348,              0.0005348
                    224,                 0.5447,                0.30311,                0.85206,                0.99184,                0.99444,                0.99256,                0.84167,                0.71018,                0.30206,                0.88875,              0.0005282,              0.0005282,              0.0005282
                    225,                 0.5482,                0.30312,                0.85289,                0.98745,                0.99387,                0.99175,                0.83898,                0.70224,                0.30376,                0.88856,              0.0005216,              0.0005216,              0.0005216
                    226,                0.55608,                0.30394,                0.85138,                0.98737,                0.99591,                0.99228,                0.84312,                0.70703,                0.30318,                 0.8863,               0.000515,               0.000515,               0.000515
                    227,                0.55385,                0.30203,                0.85105,                0.98949,                0.99387,                0.99227,                 0.8407,                0.70659,                0.30328,                0.89056,              0.0005084,              0.0005084,              0.0005084
                    228,                0.54156,                 0.2975,                0.85389,                 0.9858,                0.99374,                0.99178,                0.84271,                0.69652,                0.29506,                0.88712,              0.0005018,              0.0005018,              0.0005018
                    229,                 0.5481,                 0.3017,                0.85179,                0.98758,                0.99182,                0.99228,                0.83883,                0.70564,                0.30071,                0.89051,              0.0004952,              0.0004952,              0.0004952
                    230,                0.54581,                0.29992,                0.85026,                 0.9878,                0.99313,                0.99158,                0.83555,                0.70641,                0.30087,                0.89029,              0.0004886,              0.0004886,              0.0004886
                    231,                0.55442,                0.30097,                0.85561,                0.98364,                0.99591,                0.99232,                0.83707,                 0.7127,                0.30697,                0.89004,               0.000482,               0.000482,               0.000482
                    232,                0.54263,                0.29685,                0.84712,                0.99382,                0.99182,                0.99259,                0.83446,                0.70822,                0.30232,                 0.8892,              0.0004754,              0.0004754,              0.0004754
                    233,                0.54358,                0.29719,                0.85269,                0.98983,                0.99492,                0.99174,                0.84145,                0.71216,                0.30505,                 0.8889,              0.0004688,              0.0004688,              0.0004688
                    234,                0.54012,                0.29327,                0.85236,                0.98985,                 0.9971,                0.99181,                0.83963,                0.70861,                0.30002,                0.88877,              0.0004622,              0.0004622,              0.0004622
                    235,                0.55074,                0.30117,                0.85344,                0.98586,                0.99775,                0.99196,                0.84301,                0.69334,                0.29804,                0.88503,              0.0004556,              0.0004556,              0.0004556
                    236,                0.53558,                0.29426,                0.85218,                 0.9869,                0.99387,                0.99221,                0.84249,                0.70904,                0.30337,                0.89115,               0.000449,               0.000449,               0.000449
                    237,                0.55721,                0.30442,                0.85342,                0.99164,                0.99387,                0.99236,                0.84348,                0.70287,                0.30147,                0.89047,              0.0004424,              0.0004424,              0.0004424
                    238,                0.54059,                0.29513,                0.84932,                0.98984,                0.99582,                0.99201,                0.83532,                0.70468,                0.30463,                0.89248,              0.0004358,              0.0004358,              0.0004358
                    239,                0.55143,                0.30082,                0.85046,                 0.9856,                0.99796,                0.99192,                0.83934,                0.70177,                0.30132,                0.89014,              0.0004292,              0.0004292,              0.0004292
                    240,                0.54267,                0.29759,                0.85277,                0.98732,                0.99591,                0.99222,                0.84632,                0.70024,                0.29924,                0.89156,              0.0004226,              0.0004226,              0.0004226
                    241,                0.54894,                 0.3006,                0.85105,                0.98558,                0.99796,                0.99228,                0.84132,                0.70744,                0.30087,                  0.891,               0.000416,               0.000416,               0.000416
                    242,                0.53685,                 0.2977,                0.84989,                0.99116,                0.99387,                0.99147,                  0.841,                0.70426,                0.30408,                0.88994,              0.0004094,              0.0004094,              0.0004094
                    243,                0.53334,                0.29425,                0.84956,                0.98583,                0.99565,                0.99232,                0.84092,                0.70809,                0.30274,                0.89277,              0.0004028,              0.0004028,              0.0004028
                    244,                 0.5382,                0.29595,                0.84956,                0.98981,                0.99352,                0.99163,                0.83932,                0.70869,                0.30376,                0.89244,              0.0003962,              0.0003962,              0.0003962
                    245,                0.52258,                0.29013,                0.84969,                0.98974,                0.99796,                0.99276,                0.84104,                0.70348,                0.30471,                0.88914,              0.0003896,              0.0003896,              0.0003896
                    246,                0.52273,                0.29265,                0.84535,                0.98973,                0.99591,                0.99221,                0.84456,                0.70269,                 0.3017,                0.88734,               0.000383,               0.000383,               0.000383
                    247,                0.51967,                0.28674,                0.84462,                0.98732,                0.99591,                0.99256,                0.84593,                0.69912,                0.30038,                0.88749,              0.0003764,              0.0003764,              0.0003764
                    248,                0.53207,                0.29204,                 0.8435,                0.98986,                0.99784,                0.99213,                0.84599,                0.69281,                0.29645,                0.88601,              0.0003698,              0.0003698,              0.0003698
                    249,                0.53628,                0.29344,                0.84773,                0.98532,                0.99591,                0.99231,                0.84508,                0.69423,                0.29668,                0.88841,              0.0003632,              0.0003632,              0.0003632
                    250,                0.52233,                0.28808,                0.84629,                0.98165,                0.99591,                0.99226,                 0.8459,                0.69521,                0.29879,                 0.8854,              0.0003566,              0.0003566,              0.0003566
                    251,                0.53233,                0.29163,                0.84965,                0.98509,                0.99796,                0.99226,                 0.8453,                0.69196,                0.29625,                 0.8853,                0.00035,                0.00035,                0.00035
                    252,                0.52221,                0.28983,                0.84466,                0.98785,                0.99767,                0.99255,                0.84582,                0.69446,                0.29745,                0.88981,              0.0003434,              0.0003434,              0.0003434
                    253,                0.52599,                0.29124,                0.85212,                0.98784,                0.99707,                0.99214,                0.84704,                0.69387,                0.29491,                 0.8864,              0.0003368,              0.0003368,              0.0003368
                    254,                 0.5348,                0.29324,                0.84965,                0.98951,                0.99796,                0.99241,                0.84538,                0.70086,                 0.2972,                0.88871,              0.0003302,              0.0003302,              0.0003302
                    255,                0.52918,                0.29034,                0.84592,                0.98986,                0.99767,                0.99221,                0.84166,                0.69812,                0.29713,                0.88765,              0.0003236,              0.0003236,              0.0003236
                    256,                0.53633,                0.29139,                0.85129,                0.98985,                0.99752,                0.99239,                0.84598,                    0.7,                0.29755,                0.88786,               0.000317,               0.000317,               0.000317
                    257,                 0.5249,                0.29034,                0.84572,                0.98783,                0.99576,                0.99246,                0.85176,                0.68626,                0.29028,                 0.8834,              0.0003104,              0.0003104,              0.0003104
                    258,                0.52614,                0.28763,                0.84565,                0.98981,                0.99327,                0.99292,                0.85091,                0.69138,                0.29499,                0.88363,              0.0003038,              0.0003038,              0.0003038
                    259,                 0.5289,                0.29103,                0.84899,                0.98716,                0.99796,                0.99305,                0.85084,                0.69225,                0.29545,                0.88173,              0.0002972,              0.0002972,              0.0002972
                    260,                0.52609,                0.28701,                0.85046,                0.98467,                0.99796,                0.99266,                0.85018,                0.69335,                0.29302,                0.88567,              0.0002906,              0.0002906,              0.0002906
                    261,                 0.5229,                0.28767,                0.84598,                0.98739,                0.99796,                0.99276,                0.84957,                0.68438,                0.29203,                0.88406,               0.000284,               0.000284,               0.000284
                    262,                0.52557,                 0.2873,                0.84848,                0.98784,                0.99706,                0.99289,                0.85111,                0.68273,                0.29237,                0.88301,              0.0002774,              0.0002774,              0.0002774
                    263,                0.51262,                0.28265,                0.84415,                0.98785,                0.99724,                0.99284,                0.85065,                0.67674,                0.29077,                0.88268,              0.0002708,              0.0002708,              0.0002708
                    264,                0.51606,                0.28774,                0.84772,                0.98725,                0.99796,                0.99247,                0.85071,                0.67628,                 0.2894,                0.88386,              0.0002642,              0.0002642,              0.0002642
                    265,                0.51662,                0.28422,                 0.8451,                0.98748,                0.99796,                0.99268,                0.84907,                 0.6836,                0.29125,                0.88573,              0.0002576,              0.0002576,              0.0002576
                    266,                0.51015,                0.28373,                0.84515,                0.98557,                0.99387,                 0.9927,                0.85323,                0.67579,                0.28669,                0.88109,               0.000251,               0.000251,               0.000251
                    267,                 0.5091,                0.28022,                0.84372,                0.98779,                0.99591,                0.99268,                0.84715,                0.68682,                0.29185,                0.88442,              0.0002444,              0.0002444,              0.0002444
                    268,                0.51124,                0.28298,                0.84464,                0.98785,                0.99785,                0.99257,                0.85142,                0.68053,                0.29085,                0.88332,              0.0002378,              0.0002378,              0.0002378
                    269,                0.51856,                0.28572,                 0.8484,                0.98962,                0.99796,                0.99247,                0.85001,                0.68146,                0.29169,                0.88495,              0.0002312,              0.0002312,              0.0002312
                    270,                  0.502,                0.27986,                0.84317,                0.98985,                0.99742,                0.99262,                0.85181,                0.66935,                0.28746,                0.88295,              0.0002246,              0.0002246,              0.0002246
                    271,                0.50596,                0.28062,                0.84094,                 0.9916,                0.99591,                0.99251,                0.84741,                0.67873,                0.29083,                0.88508,               0.000218,               0.000218,               0.000218
                    272,                0.52123,                0.28517,                0.84353,                 0.9874,                0.99796,                 0.9922,                 0.8488,                0.67816,                0.29087,                0.88478,              0.0002114,              0.0002114,              0.0002114
                    273,                 0.5226,                0.28734,                0.84578,                0.98966,                0.99796,                0.99239,                0.84651,                0.68739,                0.29069,                0.88877,              0.0002048,              0.0002048,              0.0002048
                    274,                0.50614,                0.28067,                0.84247,                0.98562,                0.99591,                0.99259,                0.84474,                0.68391,                0.28864,                0.88603,              0.0001982,              0.0001982,              0.0001982
                    275,                0.50898,                0.28267,                0.84577,                0.99069,                0.99591,                0.99266,                0.85348,                0.67067,                0.28527,                0.88048,              0.0001916,              0.0001916,              0.0001916
                    276,                0.51448,                0.28329,                0.84228,                0.99066,                0.99591,                0.99276,                0.85238,                0.67575,                0.28586,                0.88211,               0.000185,               0.000185,               0.000185
                    277,                0.51185,                0.28158,                0.84277,                0.98785,                0.99785,                0.99244,                0.85463,                0.66987,                0.28414,                 0.8806,              0.0001784,              0.0001784,              0.0001784
                    278,                 0.5219,                0.28518,                0.84872,                0.98785,                0.99787,                0.99253,                0.85125,                0.67999,                0.28429,                0.88373,              0.0001718,              0.0001718,              0.0001718
                    279,                0.51414,                0.28027,                0.84525,                0.98748,                0.99796,                0.99253,                 0.8501,                0.67843,                0.28741,                0.88352,              0.0001652,              0.0001652,              0.0001652
                    280,                0.49984,                0.27442,                0.84147,                0.98985,                0.99722,                0.99261,                0.85449,                0.67443,                0.28392,                0.88202,              0.0001586,              0.0001586,              0.0001586
                    281,                0.50238,                0.27928,                0.84336,                0.98965,                0.99796,                0.99279,                0.85112,                 0.6809,                0.28891,                0.88336,               0.000152,               0.000152,               0.000152
                    282,                0.50505,                0.27966,                0.84336,                0.99119,                0.99591,                0.99276,                0.85127,                 0.6807,                0.28647,                 0.8867,              0.0001454,              0.0001454,              0.0001454
                    283,                0.51469,                0.28096,                0.84284,                0.98985,                0.99713,                0.99267,                0.85453,                0.67636,                0.28486,                0.88371,              0.0001388,              0.0001388,              0.0001388
                    284,                0.49503,                0.27473,                0.84113,                0.98978,                0.99796,                0.99249,                0.85228,                0.67615,                 0.2855,                0.88548,              0.0001322,              0.0001322,              0.0001322
                    285,                 0.5012,                0.27527,                0.84477,                0.98983,                0.99545,                0.99236,                0.85442,                0.67671,                0.28731,                0.88578,              0.0001256,              0.0001256,              0.0001256
                    286,                0.50586,                 0.2779,                0.83974,                0.98983,                0.99509,                0.99277,                 0.8551,                0.67714,                0.28715,                 0.8839,               0.000119,               0.000119,               0.000119
                    287,                0.49624,                 0.2733,                0.83993,                0.99073,                0.99387,                0.99274,                0.85308,                0.67399,                0.28697,                0.88336,              0.0001124,              0.0001124,              0.0001124
                    288,                0.49228,                0.27358,                0.83995,                0.98585,                0.99747,                0.99268,                0.85468,                0.67651,                0.28461,                0.88276,              0.0001058,              0.0001058,              0.0001058
                    289,                0.50072,                0.27607,                0.84001,                0.98586,                0.99771,                0.99249,                0.85624,                0.67043,                0.28405,                0.88171,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.49606,                0.27338,                0.83878,                0.98577,                0.99796,                0.99235,                0.85736,                0.66932,                0.28367,                0.88108,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.50462,                0.27661,                0.84013,                0.98565,                0.99796,                0.99276,                0.85845,                0.66556,                0.28217,                0.88101,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.49477,                0.27275,                0.83581,                0.98803,                0.99591,                 0.9925,                0.85456,                0.67191,                 0.2832,                0.88275,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.49127,                0.27415,                0.83799,                0.99183,                0.99347,                0.99273,                0.85832,                0.66874,                0.28525,                 0.8819,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                 0.4962,                0.27663,                0.84202,                0.99004,                0.99182,                0.99262,                 0.8548,                 0.6709,                0.28682,                0.88234,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.49311,                0.27415,                0.84303,                0.98387,                0.99771,                0.99269,                  0.855,                0.67129,                 0.2872,                0.88279,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.50467,                0.27831,                0.84096,                0.98387,                0.99784,                0.99279,                0.85602,                0.66832,                0.28665,                0.88221,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.48774,                 0.2718,                0.83762,                0.98387,                0.99771,                0.99275,                0.85633,                0.67174,                0.28514,                0.88332,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.49362,                 0.2724,                0.83611,                0.98387,                0.99786,                0.99269,                0.85704,                0.67011,                0.28298,                0.88225,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                   0.51,                0.27931,                0.84353,                0.98387,                0.99787,                0.99267,                0.85606,                0.67128,                0.28327,                 0.8821,               3.32e-05,               3.32e-05,               3.32e-05
